*id*,*title*,*description*,*url*,*thumbnail*,*year*
*40109*,*Amazing Spider-Man (1999) #684*,**,*http://marvel.com/comics/issue/40109/amazing_spider-man_1999_684?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/7/20/57ed28c06e884.jpg*,*2012*
*36570*,*Spider-Man Marvel Adventures (2010) #20*,**,*http://marvel.com/comics/issue/36570/spider-man_marvel_adventures_2010_20?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/f0/56b8c6904a84f.jpg*,*2011*
*39358*,*Ultimate Six (Hardcover)*,**,*http://marvel.com/comics/collection/39358/ultimate_six_hardcover?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/c/20/4d7a9eb3bc162.jpg*,*2011*
*35533*,*Amazing Spider-Man (1999) #661*,*After his work with the new FF wraps for the week, what can the original teenaged super hero teach the world's most at-risk group of super-powered teens? Find out when Spider-Man substitutes at the Avengers Academy!*,*http://marvel.com/comics/issue/35533/amazing_spider-man_1999_661?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/3/b0/580a7e3f29732.jpg*,*2011*
*38616*,*Invincible Iron Man (2008) #502 (CAPTAIN AMERICA 70TH ANNIVERSARY VARIANT)*,**,*http://marvel.com/comics/issue/38616/invincible_iron_man_2008_502_captain_america_70th_anniversary_variant/captain_america_70th_anniversary_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/1/10/4d7693b882623.jpg*,*2011*
*31530*,*Invincible Iron Man (2008) #502*,*Doctor Otto Octavius is dying, and the only man that can help him is Tony Stark. If Tony doesn't agree to help then Doc Ock will kill innocent people. Can Iron Man weigh the death of one madman against the lives of hundreds of innocents?*,*http://marvel.com/comics/issue/31530/invincible_iron_man_2008_502?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/f/60/5900b110195a3.jpg*,*2011*
*38844*,*Amazing Spider-Man (1999) #648 (2ND PRINTING VARIANT)*,**,*http://marvel.com/comics/issue/38844/amazing_spider-man_1999_648_2nd_printing_variant/2nd_printing_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4e837ba68c6f2.jpg*,*2011*
*30323*,*Amazing Spider-Man (1999) #648 (CAMPBELL VARIANT)*,**,*http://marvel.com/comics/issue/30323/amazing_spider-man_1999_648_campbell_variant/campbell_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/4/a0/4e83776e7b793.jpg*,*2010*
*37073*,*Amazing Spider-Man (1999) #648 (WRAPAROUND VARIANT)*,**,*http://marvel.com/comics/issue/37073/amazing_spider-man_1999_648_wraparound_variant/wraparound_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/a/60/4e837cb9c6d87.jpg*,*2010*
*34135*,*Amazing Spider-Man (1999) #648*,**,*http://marvel.com/comics/issue/34135/amazing_spider-man_1999_648?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/03/5813b47f01394.jpg*,*2010*
*37045*,*Amazing Spider-Man (1999) #648 (CASELLI VARIANT)*,**,*http://marvel.com/comics/issue/37045/amazing_spider-man_1999_648_caselli_variant/caselli_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/a/10/4e8372e8ab67f.jpg*,*2010*
*36937*,*Amazing Spider-Man (1999) #648 (BLANK COVER VARIANT)*,**,*http://marvel.com/comics/issue/36937/amazing_spider-man_1999_648_blank_cover_variant/blank_cover_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/7/50/4e8379178be8a.jpg*,*2010*
*30320*,*Amazing Spider-Man (1999) #645*,*ORIGIN OF THE SPECIES PART 4 Everyone's favorite friendly neighborhood Spider-Man isn't so friendly tonight. No one knows that better than the criminals he's been taking down. Featuring Shocker, Chameleon and Doc Ock!*,*http://marvel.com/comics/issue/30320/amazing_spider-man_1999_645?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/8/70/5813ae13ea0d1.jpg*,*2010*
*35878*,*Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)*,**,*http://marvel.com/comics/issue/35878/amazing_spider-man_1999_645_spidey_vs_variant/spidey_vs_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/70/4e8610d39ea3e.jpg*,*2010*
*35880*,*Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)*,**,*http://marvel.com/comics/issue/35880/amazing_spider-man_1999_645_spidey_vs_variant/spidey_vs_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4e78ab59ba7cf.jpg*,*2010*
*36663*,*Amazing Spider-Man (1999) #643 (JIMENEZ VARIANT)*,**,*http://marvel.com/comics/issue/36663/amazing_spider-man_1999_643_jimenez_variant/jimenez_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/40/4e78a3f1ee150.jpg*,*2010*
*36662*,*Amazing Spider-Man (1999) #643 (SHS VARIANT)*,**,*http://marvel.com/comics/issue/36662/amazing_spider-man_1999_643_shs_variant/shs_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/10/4e78a10911b5d.jpg*,*2010*
*30318*,*Amazing Spider-Man (1999) #643*,*ORIGIN OF THE SPECIES PART 2 Can Spidey hold off his greatest foes and keep the Osborn baby safe?*,*http://marvel.com/comics/issue/30318/amazing_spider-man_1999_643?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/50/5813a8d9ac0a8.jpg*,*2010*
*30317*,*Amazing Spider-Man (1999) #642*,*ORIGIN OF THE SPECIES PART 1 When Norman Osborn's baby is born, every villain on the planet wants the first ever strain of pure Goblin blood, leaving Spider-Man's friends and family exposed to a sinister plan.*,*http://marvel.com/comics/issue/30317/amazing_spider-man_1999_642?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5813a73e57de8.jpg*,*2010*
*37039*,*Amazing Spider-Man (1999) #634 (2ND PRINTING VARIANT)*,**,*http://marvel.com/comics/issue/37039/amazing_spider-man_1999_634_2nd_printing_variant/2nd_printing_variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4e862003b3d63.jpg*,*2010*
*24423*,*Amazing Spider-Man (1999) #616*,**,*http://marvel.com/comics/issue/24423/amazing_spider-man_1999_616?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/90/5807c3b3c6e92.jpg*,*2009*
*24422*,*Amazing Spider-Man (1999) #615*,**,*http://marvel.com/comics/issue/24422/amazing_spider-man_1999_615?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/8/d0/5807bb41cf02d.jpg*,*2009*
*29546*,*Amazing Spider-Man (1999) #615 (Variant Edition)*,**,*http://marvel.com/comics/issue/29546/amazing_spider-man_1999_615_variant_edition/variant_edition?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/7/70/4e836a9819c8e.jpg*,*2009*
*24419*,*Amazing Spider-Man (1999) #612*,**,*http://marvel.com/comics/issue/24419/amazing_spider-man_1999_612?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/2/50/4e8a0bdd8d3ed.jpg*,*2009*
*29555*,*Amazing Spider-Man (1999) #612 (GRANOV 50/50 COVER)*,**,*http://marvel.com/comics/issue/29555/amazing_spider-man_1999_612_granov_5050_cover/granov_5050_cover?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/c/70/4e8a0fc79fc20.jpg*,*2009*
*28710*,*Amazing Spider-Man (1999) #612 (VARIANT)*,**,*http://marvel.com/comics/issue/28710/amazing_spider-man_1999_612_variant/variant?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4e8a0e1c41057.jpg*,*2009*
*25360*,*House of M: Masters of Evil (2009) #4*,**,*http://marvel.com/comics/issue/25360/house_of_m_masters_of_evil_2009_4?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/c0/5b329bf4266c9.jpg*,*2009*
*25358*,*House of M: Masters of Evil (2009) #2*,**,*http://marvel.com/comics/issue/25358/house_of_m_masters_of_evil_2009_2?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/70/5b3290ac6829d.jpg*,*2009*
*25357*,*House of M: Masters of Evil (2009) #1*,**,*http://marvel.com/comics/issue/25357/house_of_m_masters_of_evil_2009_1?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5b328a381c986.jpg*,*2009*
*15906*,*Fantastic Four Omnibus Vol. 2 (Hardcover)*,**,*http://marvel.com/comics/collection/15906/fantastic_four_omnibus_vol_2_hardcover?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/c0/5aaadcf74d061.jpg*,*2007*
*13517*,*Marvel 1602: Fantastick Four (Trade Paperback)*,**,*http://marvel.com/comics/collection/13517/marvel_1602_fantastick_four_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/a/00/646694bab7d9c.jpg*,*2007*
*13498*,*Friendly Neighborhood Spider-Man Annual (2007) #1*,**,*http://marvel.com/comics/issue/13498/friendly_neighborhood_spider-man_annual_2007_1?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/d0/5bbb6de2a16c5.jpg*,*2007*
*6088*,*Spider-Man: Saga of the Sandman (Trade Paperback)*,**,*http://marvel.com/comics/collection/6088/spider-man_saga_of_the_sandman_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/a0/4bc5a52e0fc2c.jpg*,*2007*
*5823*,*Marvel 1602: Fantastick Four (2006) #5*,**,*http://marvel.com/comics/issue/5823/marvel_1602_fantastick_four_2006_5?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/d0/5ab55a36ddd0d.jpg*,*2007*
*5684*,*Marvel 1602: Fantastick Four (2006) #4*,**,*http://marvel.com/comics/issue/5684/marvel_1602_fantastick_four_2006_4?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/c/40/5ab54edf3921d.jpg*,*2006*
*5103*,*Marvel 1602: Fantastick Four (2006) #1*,**,*http://marvel.com/comics/issue/5103/marvel_1602_fantastick_four_2006_1?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/80/5ab5317fa8a96.jpg*,*2006*
*4241*,*EARTH X TPB [NEW PRINTING] (Trade Paperback)*,**,*http://marvel.com/comics/collection/4241/earth_x_tpb_new_printing_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg*,*2006*
*3474*,*Friendly Neighborhood Spider-Man (2005) #5*,**,*http://marvel.com/comics/issue/3474/friendly_neighborhood_spider-man_2005_5?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/e0/56a8f02dc1ebb.jpg*,*2006*
*3383*,*Spider-Man Vs. Silver Sable Vol. 1 (Trade Paperback)*,**,*http://marvel.com/comics/collection/3383/spider-man_vs_silver_sable_vol_1_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/f0/5c9b9e78203cf.jpg*,*2006*
*2006*,*GIANT-SIZE MARVEL TPB (Trade Paperback)*,*Collects Giant-Size Fantastic Four #4; Giant-Size Avengers #1; Giant-Size Defenders #4; Giant-Size Super-Heroes #1, Giant-Size Invaders #1; Giant-Size X-Men #1, Giant-Size Creatures #1.  Giants roamed the Earth in those days, and now they're back! Witness the formation of the new X-Men and the old Invaders! The rapid return of the wartime runner called the Whizzer! The debut of the multiplying Marvel Knight Madrox! Spider-Man vs. the Man-Wolf! The Defenders vs. the Squadron Sinister! The tantalizing Tigra and more! Tales almost too tall to tell, together in a titanic tome!*,*http://marvel.com/comics/collection/2006/giant-size_marvel_tpb_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/7/40/4c366a5896e6e.jpg*,*2005*
*2089*,*FANTASTIC FOUR VISIONARIES: GEORGE PEREZ VOL. 1 TPB (Trade Paperback)*,*Collects Fantastic Four (1961) #164-167, #170, #176-178, #184-186.  Before his cross-company fame for Disturbing Crises and Avenger Adventures, Perez put the World's Greatest Super-Team through its paces - and first up was a fight with a fabulous fifties favorite! The Thing gets replaced in the FF, but who's replacing Mr. Fantastic in...the Frightful Four? Also featuring the Incredible Hulk, Luke Cage, the High Evolutionary and costumed characters never seen before or since!*,*http://marvel.com/comics/collection/2089/fantastic_four_visionaries_george_perez_vol_1_tpb_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/4/50/6489f350cb778.jpg*,*2005*
*1463*,*IDENTITY DISC TPB (Trade Paperback)*,*Collects Identity Disc #1-5.  Six of Marvel's most violent and cunning villains - Sabretooth, Bullseye, the Juggernaut, Deadpool, Sandman and the Vulture - are forced to work together by a mysterious agent who somehow knows every dark and dirty secret in their violent lives. Their mission: to retrieve the nearly priceless Identity Disc - purported to contain the true identities, the home addresses and even the credit reports of every hero in the Marvel Universe!*,*http://marvel.com/comics/collection/1463/identity_disc_tpb_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/00/5b719b7e115b0.jpg*,*2005*
*877*,*Identity Disc (2004) #5*,**,*http://marvel.com/comics/issue/877/identity_disc_2004_5?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/70/5b71c490ef72c.jpg*,*2004*
*808*,*Identity Disc (2004) #4*,**,*http://marvel.com/comics/issue/808/identity_disc_2004_4?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5b71be8980ec6.jpg*,*2004*
*559*,*Identity Disc (2004) #3*,**,*http://marvel.com/comics/issue/559/identity_disc_2004_3?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/a0/5b71ac3f9a667.jpg*,*2004*
*590*,*Identity Disc (2004) #2*,**,*http://marvel.com/comics/issue/590/identity_disc_2004_2?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5b71a567d2f48.jpg*,*2004*
*696*,*Identity Disc (2004) #1*,**,*http://marvel.com/comics/issue/696/identity_disc_2004_1?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/00/5b719b7e115b0.jpg*,*2004*
*1311*,*Avengers Assemble (Hardcover)*,**,*http://marvel.com/comics/collection/1311/avengers_assemble_hardcover?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/c/40/4bc66543cbda8.jpg*,*2004*
*10568*,*Peter Parker: Spider-Man (1999) #56*,*Different versions of the Sandman are emerging all across Jones Beach!*,*http://marvel.com/comics/issue/10568/peter_parker_spider-man_1999_56?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/d/10/5bc75ef892f1e.jpg*,*2003*
*10554*,*Peter Parker: Spider-Man (1999) #43*,*Spider-Man takes on Spring Break...Part Two!*,*http://marvel.com/comics/issue/10554/peter_parker_spider-man_1999_43?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/4/20/5824874dac784.jpg*,*2002*
*1004*,*SPIDER-MAN LEGENDS VOL. 1: TODD MCFARLANE BOOK 1 TPB (Trade Paperback)*,**,*http://marvel.com/comics/collection/1004/spider-man_legends_vol_1_todd_mcfarlane_book_1_tpb_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/6/40/4bc66d7442a17.jpg*,*2001*
*15346*,*Thunderbolts (1997) #41*,**,*http://marvel.com/comics/issue/15346/thunderbolts_1997_41?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/8/e0/5c2536a5c81ba.jpg*,*2000*
*14026*,*Webspinners: Tales of Spider-Man (1999) #18*,**,*http://marvel.com/comics/issue/14026/webspinners_tales_of_spider-man_1999_18?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/b/70/5c0adf4b30c61.jpg*,*2000*
*14025*,*Webspinners: Tales of Spider-Man (1999) #17*,**,*http://marvel.com/comics/issue/14025/webspinners_tales_of_spider-man_1999_17?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/e0/5c0adf1c71ee4.jpg*,*2000*
*48432*,*Amazing Spider-Man (1999) #17*,*Trying to get his life back on track, Peter tries to get a job. Of course, nothing can ever go according to plan when you're a super-hero. Spider-Man gets side-tracked when he gets involved with a tussle with Sandman, Mysterio and Electro!*,*http://marvel.com/comics/issue/48432/amazing_spider-man_1999_17?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/d/20/57e92d59bd7cc.jpg*,*2000*
*10524*,*Peter Parker: Spider-Man (1999) #16*,**,*http://marvel.com/comics/issue/10524/peter_parker_spider-man_1999_16?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/e/80/5bc0fa6bc40d3.jpg*,*2000*
*953*,*DAREDEVIL VISIONARIES: KEVIN SMITH TPB (Trade Paperback)*,**,*http://marvel.com/comics/collection/953/daredevil_visionaries_kevin_smith_tpb_trade_paperback?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/1/a0/4bc670bb4cbea.jpg*,*2000*
*10520*,*Peter Parker: Spider-Man (1999) #12*,**,*http://marvel.com/comics/issue/10520/peter_parker_spider-man_1999_12?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/50/5bc0fa4669d33.jpg*,*1999*
*43234*,*Spider-Man: Chapter One (1998) #12*,**,*http://marvel.com/comics/issue/43234/spider-man_chapter_one_1998_12?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/c/c0/583d92cc85dad.jpg*,*1999*
*12119*,*Webspinners: Tales of Spider-Man (1999) #9*,**,*http://marvel.com/comics/issue/12119/webspinners_tales_of_spider-man_1999_9?utm_campaign=apiRef&utm_source=882858640be5e1c7df0e46bdf4f238d5*,*http://i.annihil.us/u/prod/marvel/i/mg/9/20/5c0a98fb1454a.jpg*,*1999*
