*id*,*title*,*description*,*url*,*thumbnail*,*year*
*110368*,*Captain America (2023) #11*,*Steve Rogers finds the last change agent, someone who can change the direction of the world forever...by dying. And as Steve wrestles with the morality of his task, a member of his inner circle is moving to betray him... PLUS: PART 2 OF DEADPOOL/WOLVERINE: WEAPON X-TRACTION!*,*http://marvel.com/comics/issue/110368/captain_america_2023_11?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/80/66212bb1f1a45.jpg*,*2024*
*113842*,*Avengers (2023) #16*,*BLOOD HUNT TIE-IN - BARON BLOOD STRIKES! Captain America must battle a vampire-overrun Hydra! Will Cap's ragtag group of heroes be able to handle Baron Blood's army of vampires? And what about rescuing the hordes of civilian prisoners? PLUS: What's next for the Avengers Emergency Response team?*,*http://marvel.com/comics/issue/113842/avengers_2023_16?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/50/66212baa0f315.jpg*,*2024*
*107675*,*Wolverine: Madripoor Knights (2024) #5*,*INTO THE HEART OF MADRIPOOR'S DARKNESS - FOR THE LAST TIME! THE HAND has finally enacted their decades-long plan for NATASHA ROMANOFF!  With the BLACK WIDOW meeting her destiny (as teased in UNCANNY X-MEN #268!!!), will WOLVERINE and CAPTAIN AMERICA be able to save her or succumb to dark forces as this trio team up for the LAST TIME? Chris Claremont's all-new, in-continuity adventure concludes with the culmination of his story over thirty years in the making!*,*http://marvel.com/comics/issue/107675/wolverine_madripoor_knights_2024_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/7/70/65f9ae198518f.jpg*,*2024*
*110367*,*Captain America (2023) #10*,*THE PRICE OF FREEDOM!  When a change agent on Captain America's recruitment list finds him, Cap expects the Front Door Cabaret's protection to be an easy sell. Instead, he's confronted by a critical question: How do you protect someone who doesn't want your help?*,*http://marvel.com/comics/issue/110367/captain_america_2023_10?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/80/66634e1b2f4ee.jpg*,*2024*
*113841*,*Avengers (2023) #15*,*BLOOD HUNT TIE-IN: A BLOODY BRAWL ON A VAMPIRE-INFESTED HELICARRIER!  Captain America's ad hoc team of Avengers old and new must face a foe commanding an army of vampires… …IN THE SKY! With a group of decidedly earthbound heroes!   Don't miss this action-packed, bloody tale of heroism and hemoglobin!*,*http://marvel.com/comics/issue/113841/avengers_2023_15?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/c0/66634e2bebc87.jpg*,*2024*
*112236*,*Spider-Boy (2023) #7*,*It's the slam-bam conclusion to Spider-Boy's first big multi-part adventure! And all of his amazing friends are showing up to help! Guest-starring: CAPTAIN AMERICA, THOR, SQUIRREL GIRL, THE TOY SOLDIER, MILES MORALES: SPIDER-MAN, and PETER PARKER: SPIDER-MAN! And featuring a major turning point in the life of Bailey Briggs! His life (and this comic) will never be the same again! You do NOT want to miss this one, Spidey-B fans!*,*http://marvel.com/comics/issue/112236/spider-boy_2023_7?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/30/664b9dcc4a503.jpg*,*2024*
*107674*,*Wolverine: Madripoor Knights (2024) #4*,*THE HAND'S DIABOLICAL PLAN - AND THEIR FIERCEST WARRIOR! WOLVERINE and CAPTAIN AMERICA race to defeat the HAND's ULTIMATE WARRIOR!  But a much darker fate awaits the BLACK WIDOW if this heroic trio can't stop MATSU'O and the Hand's decades-long plan! Plus: MEET the SAIKO-JONIN and discover how they will alter our heroes' destinies! X-Men Legend Chris Claremont's all-new, in-continuity adventure continues!*,*http://marvel.com/comics/issue/107674/wolverine_madripoor_knights_2024_4?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/a0/663e5c5df17ae.jpg*,*2024*
*110366*,*Captain America (2023) #9*,*TO STAND AGAINST DEATH! Captain America has a new mission: to assemble six new change agents under the Front Door Cabaret's protection before they can be found by those who want them eradicated. But his first recruit is already in danger, and Cap's only lead seems to be…a misplaced penguin?*,*http://marvel.com/comics/issue/110366/captain_america_2023_9?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/70/663006655fd2e.jpg*,*2024*
*113840*,*Avengers (2023) #14*,*BLOOD HUNT TIE-IN! NEW TEAM LINEUP DEBUTS!   With the current Avengers tied up and under siege during BLOOD HUNT, Captain Marvel calls for aid - and who better to assemble a new team of Avengers than Steve Rogers?  Captain America gathers the forces of Quicksilver, Hawkeye, Hercules and Hazmat to take on the hordes of vampires attacking all over the world.  And when they encounter an organized army of vampires in uniform led by a surprise villain, it gets personal!*,*http://marvel.com/comics/issue/113840/avengers_2023_14?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/90/6630066d8e09c.jpg*,*2024*
*107673*,*Wolverine: Madripoor Knights (2024) #3*,*CAPTAIN AMERICA must secure a deadly weapon in Madripoor with the help of WOLVERINE and BLACK WIDOW, and before it hits the auction block, our titanic trio takes a different tactic - subterfuge! But can even the highly trained Black Widow outmaneuver the PRINCE of Madripoor and the HAND before the weapon is unleashed?  And what - or WHO - will cause WOLVERINE to unsheathe his claws once more? The long-awaited follow-up to Chris Claremont's legendary adventure continues with the most electrifying chapter yet!*,*http://marvel.com/comics/issue/107673/wolverine_madripoor_knights_2024_3?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/03/661540c77197d.jpg*,*2024*
*110365*,*Captain America (2023) #8*,*Captain America has the tools and the will to protect the Front Door Cabaret and its strange guardian, Lyra, from the onslaught of a fate worse than death - now he just needs the strategy. But sometimes good strategy requires sacrifices to be made…*,*http://marvel.com/comics/issue/110365/captain_america_2023_8?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/b0/6601d3472bcd0.jpg*,*2024*
*107672*,*Wolverine: Madripoor Knights (2024) #2*,*MELEE IN MADRIPOOR AS ROUGHOUSE AND BLOODSCREAM RETURN! WOLVERINE, CAPTAIN AMERICA and BLACK WIDOW delve deeper into the mystery of the missing weapon in Madripoor and come face-to-face with Logan's old enemies, ROUGHOUSE and BLOODSCREAM! If Bloodscream gets his hands on any of these heroes, neither a mutant nor a Super-Soldier will make it through unscathed! And what mysterious ALLY holds the key to victory…if our heroes can save them in time?! The untold sequel to UNCANNY X-MEN #268 continues with shocking revelations of a mission you only thought you knew…*,*http://marvel.com/comics/issue/107672/wolverine_madripoor_knights_2024_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/50/65f07445ddb05.jpg*,*2024*
*109768*,*Wolverine (2020) #45*,*X MARKS THE SPOT! - SABRETOOTH WAR - PART 5! The treasure hunt is on as SABRETOOTH picks up on the trail of an item that will turn the tide in the war on WOLVERINE! But as the best there is regroups with the remnants of his allies, it'll be a race against time for the good guys to uncover a LOST weapon that could prove to be their LAST HOPE! And that's if ORCHIS and the STARK SENTINELS don't get them first!*,*http://marvel.com/comics/issue/109768/wolverine_2020_45?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/a0/65e7393488ff3.jpg*,*2024*
*110364*,*Captain America (2023) #7*,*THE FIGHT FOR LIFE! Just when Steve Rogers believes the fight against Asmoday is won, he meets a strange new ally named Lyla, guardian of the mysterious Front Door Cabaret - and learns that Asmoday's defeat has unleashed a new threat that only Steve can stand against. A bold new arc that will send ripples across the Marvel Universe begins here!*,*http://marvel.com/comics/issue/110364/captain_america_2023_7?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/30/65e885c3ce7c5.jpg*,*2024*
*115684*,*Uncanny X-Men: Facsimile Edition (2024) #268*,*Relive comics history in the making as Wolverine's hidden past with Captain America and the Black Widow is revealed, courtesy of superstar creators Chris Claremont and Jim Lee! It's one of the all-time great Marvel comic books, boldly re-presented in its original form, ads and all! Reprinting UNCANNY X-MEN #268.*,*http://marvel.com/comics/issue/115684/uncanny_x-men_facsimile_edition_2024_268?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/30/65ca4d2ce8a6b.jpg*,*2024*
*110363*,*Captain America (2023) #6*,*CAPTAIN AMERICA VS. THE EMISSARY! It's a fight to the death as Captain America races to take down the Emissary before he destroys a peace rally - and Cap himself. But when physical might proves futile against the supernatural, will an assist from Doctor Strange be enough to turn the tide?*,*http://marvel.com/comics/issue/110363/captain_america_2023_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/70/65b7d7b5d14f1.jpg*,*2024*
*107670*,*Wolverine: Madripoor Knights (2024) #1*,*Return to the island-nation of Madripoor as X-Men legend Chris Claremont takes the helm of an all-new WOLVERINE tale teaming Logan with his long-standing friends CAPTAIN AMERICA and the BLACK WIDOW! Picking up in the window of the all-time classic UNCANNY X-MEN #268, thrill to a brand-new adventure! When a secret weapon brings Captain America to Madripoor, the trio team-up you've been waiting decades for will finally come to pass as the mission brings Logan and Black Widow into a race against time against a multitude of foes, including the HAND! You've been waiting for this one…and you'll never guess where it goes!*,*http://marvel.com/comics/issue/107670/wolverine_madripoor_knights_2024_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/c0/65b7d77cd51b6.jpg*,*2024*
*110733*,*Avengers United Infinity Comic (2023) #17*,**,*http://marvel.com/comics/issue/110733/avengers_united_infinity_comic_2023_17?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/c0/657227170eee7.jpg*,*2024*
*110731*,*Avengers United Infinity Comic (2023) #15*,**,*http://marvel.com/comics/issue/110731/avengers_united_infinity_comic_2023_15?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/03/656755457b0e2.jpg*,*2024*
*101151*,*Capwolf & the Howling Commandos (2023) #4*,*It's a fight of a lifetime as Cap and the Howling Commandos race to prevent the Nazis from unleashing werewolves on the world. But when the best laid plans go sideways, it will take a miracle - and faith in each other - to ensure the whole team makes it out alive…*,*http://marvel.com/comics/issue/101151/capwolf_the_howling_commandos_2023_4?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/80/65a00c837e69b.jpg*,*2024*
*110730*,*Avengers United Infinity Comic (2023) #14*,**,*http://marvel.com/comics/issue/110730/avengers_united_infinity_comic_2023_14?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/8/f0/6564a40ac0fc7.jpg*,*2024*
*110362*,*Captain America (2023) #5*,*New information about Captain America’s recent attacker — a mysterious figure known only as the Emissary – has Steve Rogers, Misty Knight and Sharon Carter scrambling to protect a peace rally from being this new foe’s next target. But how can masters of physical and mental might defend against the supernatural prowess of an ancient evil?*,*http://marvel.com/comics/issue/110362/captain_america_2023_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/4/20/6596e17418d8a.jpg*,*2024*
*112231*,*Spider-Boy (2023) #2*,*VERSUS TASKMASTER! Spider-Boy's history of punching up has been wiped from the memory of most of the Marvel Universe, but that doesn't mean he can't hold his own! Plus, SPIDER-MAN gets a lesson in sidekicks from none other than CAPTAIN AMERICA! Plus: "Yes, Spider-Boy, there IS a Santa Claus!" The Arachnid-Kid and Kris Kringle are getting ready to kick some humbug butt!*,*http://marvel.com/comics/issue/112231/spider-boy_2023_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/1/40/6596e209a0969.jpg*,*2023*
*107623*,*Uncanny Avengers (2023) #5*,*CAPTAIN KRAKOA - UNMASKED!*,*http://marvel.com/comics/issue/107623/uncanny_avengers_2023_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/60/6596e1ea2b3d4.jpg*,*2023*
