*id*,*title*,*description*,*url*,*thumbnail*,*year*
*64972*,*SECRET EMPIRE HC (Trade Paperback)*,*Collects Secret Empire #0, Secret Empire #1-10, Secret Empire Omega #1, Captain America (2017) #25 and material from Free Comic Book Day 2017 (Secret Empire 1). 2017's most startling and unexpected comic book event! Captain America, Sentinel of Liberty, has been living a lie! The world's greatest hero is secretly a true believer in the cause of Hydra, brought up since childhood to pursue their mission of progress through authority and unity through adversity! Using the trust and respect he is accorded by the great powers of the Marvel Universe, Steve Rogers has worked his way into a position where he can make Hydra's ideals a reality -and change the landscape of the world dramatically! Now, all the dominos of Steve's plan have been laid out - and it will take only the slightest push to set them into action! Hail Hydra!*,*http://marvel.com/comics/collection/64972/secret_empire_hc_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/8/03/59e9240371d33.jpg*,*2017*
*61433*,*The Mighty Captain Marvel (2017) #8*,*Captain Marvel and her crew may have finally found a way to defeat the Chitauri - but it's going to take all the strength they've got - including the new recruits. As Alpha Flight puts their plan into action, an enemy from Carol's past rears its head, threatening to ruin everything!*,*http://marvel.com/comics/issue/61433/the_mighty_captain_marvel_2017_8?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/f0/59934c94bf1eb.jpg*,*2017*
*61432*,*The Mighty Captain Marvel (2017) #7*,**,*http://marvel.com/comics/issue/61432/the_mighty_captain_marvel_2017_7?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/90/596d111d296ce.jpg*,*2017*
*61431*,*The Mighty Captain Marvel (2017) #6*,**,*http://marvel.com/comics/issue/61431/the_mighty_captain_marvel_2017_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/f0/594c2ad6839bf.jpg*,*2017*
*61428*,*The Mighty Captain Marvel (2017) #3*,*An elusive enemy gets closer to destroying everything Carol and her Alpha Flight have sworn to protect. But is the threat hidden amongst them? Time for the mightiest hero there is to become the fightiest hero there is.*,*http://marvel.com/comics/issue/61428/the_mighty_captain_marvel_2017_3?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/90/58d53f738d8fe.jpg*,*2017*
*60979*,*Guardians of the Galaxy (2015) #17*,*GROUNDED! Angela has come a long way from the skies of Heven?to find herself grounded on the Earth. Can she find a new home among the heroes?*,*http://marvel.com/comics/issue/60979/guardians_of_the_galaxy_2015_17?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/b/03/58823356c509a.jpg*,*2017*
*60626*,*Monsters Unleashed (2017) #2*,*THE BIGGEST EVENT IN MARVEL HISTORY CONTINUES! The heroes of the Marvel Universe repel wave after wave of Leviathon monsters as more and more fall to Earth…CAPTAIN MARVEL rallies her ALPHA FLIGHT against these hordes from space while CAPTAIN AMERICA and the AVENGERS hold the line around the world. Amidst this chaos' a puzzle is appearing and ELSA BLOODSTONE is just the person to pick up the pieces and find the answer to what might save Earth from this apocalypse…or might hasten us to a devastating end!*,*http://marvel.com/comics/issue/60626/monsters_unleashed_2017_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/60/588b720260f5b.jpg*,*2017*
*56593*,*Captain Marvel (2016) #10*,*CIVIL WAR II TIE-IN! The final showdown between Carol and Tony's forces. Fist meets metal in the ultimate battle for the future!*,*http://marvel.com/comics/issue/56593/captain_marvel_2016_10?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/60/58238e2502634.jpg*,*2016*
*56592*,*Captain Marvel (2016) #9*,*CIVIL WAR II TIE-IN! Captain Marvel thought she had it figured out - change the future and save lives. But as friendships turn cold, she has to decide how far she's willing to go?*,*http://marvel.com/comics/issue/56592/captain_marvel_2016_9?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/80/57dc0e3fc2179.jpg*,*2016*
*59610*,*Civil War II: Choosing Sides (2016) #5*,*As the body count rises, no one expected the biggest casualty of them all: Friendship. Will these Avengers betray their closest confidants to stay true to themselves? Featuring Nick Fury, Colleen Wing and Alpha Flight!*,*http://marvel.com/comics/issue/59610/civil_war_ii_choosing_sides_2016_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/60/57bb66543a606.jpg*,*2016*
*48030*,*Amazing X-Men (2013) #12*,*This is it! The conclusion to WORLD WAR WENDIGO! Will the combined forces of the X-Men and Alpha Flight be enough to save an entire nation from this deadly, cannibalistic plague? And how do the GREAT BEASTS fit into the mayhem that surrounds Canada?*,*http://marvel.com/comics/issue/48030/amazing_x-men_2013_12?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/20/543836d1f260a.jpg*,*2014*
*48029*,*Amazing X-Men (2013) #11*,*Part 4 (of 5) of World War Wendigo! As the Wendigo threat spreads across Canada, the X-Men take the battle to a new front...the Spirit Realm! Guest staring Alpha Flight!*,*http://marvel.com/comics/issue/48029/amazing_x-men_2013_11?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/10/54172a1628353.jpg*,*2014*
*48028*,*Amazing X-Men (2013) #10*,*World War Wendigo Part 3 (of 5)! As the Wendigo virus runs rampant through Canada, one of the X-Men falls prey to the deadly plague! Guest-starring Alpha Flight!*,*http://marvel.com/comics/issue/48028/amazing_x-men_2013_10?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/70/53dbf5e7da3b7.jpg*,*2014*
*48027*,*Amazing X-Men (2013) #9*,*Part 2 of World War Wendigo! The X-Men and members of Alpha Flight join battle to stop the growing tide of Wendigos from consuming everything and everyone in its path!*,*http://marvel.com/comics/issue/48027/amazing_x-men_2013_9?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/80/53b1c8ac56d86.jpg*,*2014*
*48026*,*Amazing X-Men (2013) #8*,*Wolverine takes a trip back to Canada...But when he discovers that an old friend is missing, his visit soon transforms into a hairy situation. New writers Craig Kyle and Chris Yost!*,*http://marvel.com/comics/issue/48026/amazing_x-men_2013_8?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/f0/537e192b7e475.jpg*,*2014*
*40622*,*Hulk (2008) #57*,**,*http://marvel.com/comics/issue/40622/hulk_2008_57?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/50/5ba3ede961416.jpg*,*2012*
*40626*,*Hulk (2008) #56*,**,*http://marvel.com/comics/issue/40626/hulk_2008_56?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/8/c0/5ba3e624c81c0.jpg*,*2012*
*40628*,*Hulk (2008) #55*,*The hands of the doomsday clock race towards MAYAN RULE! Former Avengers arrive to help stop the end of the world as more Mayan gods return. Rick "A-Bomb" Jones falls in battle!*,*http://marvel.com/comics/issue/40628/hulk_2008_55?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/60/5ba3d0869c543.jpg*,*2012*
*40630*,*Hulk (2008) #54*,*Mayan Gods! End of the world as we know it! Guest starring Alpha Flight, Machine Man, She-Hulks, A-Bomb!*,*http://marvel.com/comics/issue/40630/hulk_2008_54?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/00/5ba3c7cd5f1e2.jpg*,*2012*
*40803*,*Astonishing X-Men (2004) #51*,*The issue everyone has been talking about! The unforgettable wedding of Northstar and Kyle Jinadu! But will their path to wedded matrimony in New York City be smooth or are there hidden dangers around the corner?*,*http://marvel.com/comics/issue/40803/astonishing_x-men_2004_51?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/70/56e9640fd0cae.jpg*,*2012*
*40632*,*Hulk (2008) #53*,*The Mayan Gods are here! Guest starring Alpha Flight, Machine Man, She-Hulks, A-Bomb!*,*http://marvel.com/comics/issue/40632/hulk_2008_53?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/2/00/5ba3bfcc55f5a.jpg*,*2012*
*38571*,*Alpha Flight (2011) #8*,**,*http://marvel.com/comics/issue/38571/alpha_flight_2011_8?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/40/56bb6a4b90707.jpg*,*2012*
*38564*,*Alpha Flight (2011) #7*,**,*http://marvel.com/comics/issue/38564/alpha_flight_2011_7?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/90/56b9002176585.jpg*,*2011*
*38566*,*Alpha Flight (2011) #6*,**,*http://marvel.com/comics/issue/38566/alpha_flight_2011_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/40/56b8bd86e908d.jpg*,*2011*
*38568*,*Alpha Flight (2011) #5*,**,*http://marvel.com/comics/issue/38568/alpha_flight_2011_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/0/03/4e861404061d4.jpg*,*2011*
*38567*,*Alpha Flight (2011) #4*,**,*http://marvel.com/comics/issue/38567/alpha_flight_2011_4?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/90/4e67d9012950d.jpg*,*2011*
*39820*,*Alpha Flight (2011) #3 (Eaglesham Variant)*,**,*http://marvel.com/comics/issue/39820/alpha_flight_2011_3_eaglesham_variant/eaglesham_variant?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/10/4e3c218ed5b33.jpg*,*2011*
*38569*,*Alpha Flight (2011) #2*,**,*http://marvel.com/comics/issue/38569/alpha_flight_2011_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/c0/5644e094cf3c7.jpg*,*2011*
*39818*,*Alpha Flight (2011) #2 (Eaglesham Variant)*,**,*http://marvel.com/comics/issue/39818/alpha_flight_2011_2_eaglesham_variant/eaglesham_variant?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/d/10/4d9cd9f93d3f0.jpg*,*2011*
*39819*,*Alpha Flight (2011) #1 (Eaglesham Variant)*,**,*http://marvel.com/comics/issue/39819/alpha_flight_2011_1_eaglesham_variant/eaglesham_variant?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/00/4dbee19febff8.jpg*,*2011*
*37445*,*Chaos War One-Shots (Trade Paperback)*,**,*http://marvel.com/comics/collection/37445/chaos_war_one-shots_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/03/6467aa7954192.jpg*,*2011*
*39654*,*Alpha Flight (2011) #0.1*,**,*http://marvel.com/comics/issue/39654/alpha_flight_2011_0.1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/f/90/56cb6a9da3e6e.jpg*,*2011*
*39444*,*Essential X-Men Vol. 2 (All-New Edition) (Trade Paperback)*,**,*http://marvel.com/comics/collection/39444/essential_x-men_vol_2_all-new_edition_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/50/4d67e2ff11d1e.jpg*,*2011*
*37067*,*Chaos War: Alpha Flight (2010) #1*,**,*http://marvel.com/comics/issue/37067/chaos_war_alpha_flight_2010_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/00/51e061516c45e.jpg*,*2010*
*20913*,*X-Men Vs. Apocalypse Vol. 1: The Twelve (Trade Paperback)*,**,*http://marvel.com/comics/collection/20913/x-men_vs_apocalypse_vol_1_the_twelve_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/10/5f3c2e9a330bf.jpg*,*2008*
*5280*,*Heroes Reborn: Fantastic Four (Trade Paperback)*,**,*http://marvel.com/comics/collection/5280/heroes_reborn_fantastic_four_trade_paperback?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/b/30/5aaab7a302f14.jpg*,*2006*
*1647*,*Alpha Flight (2004) #12*,**,*http://marvel.com/comics/issue/1647/alpha_flight_2004_12?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/60/5bd75eb79677c.jpg*,*2005*
*1558*,*Alpha Flight (2004) #11*,**,*http://marvel.com/comics/issue/1558/alpha_flight_2004_11?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/7/10/5bd7565b59d19.jpg*,*2005*
*1465*,*Alpha Flight (2004) #10*,**,*http://marvel.com/comics/issue/1465/alpha_flight_2004_10?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/a/00/5bd74e728dd92.jpg*,*2005*
*67*,*Alpha Flight (2004) #9*,**,*http://marvel.com/comics/issue/67/alpha_flight_2004_9?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/1/40/5bd7350693986.jpg*,*2005*
*866*,*Alpha Flight (2004) #8*,**,*http://marvel.com/comics/issue/866/alpha_flight_2004_8?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/9/20/5bd72ad2913d5.jpg*,*2004*
*790*,*Alpha Flight (2004) #7*,**,*http://marvel.com/comics/issue/790/alpha_flight_2004_7?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/8/d0/5bd37336a16ba.jpg*,*2004*
*572*,*Alpha Flight (2004) #6*,**,*http://marvel.com/comics/issue/572/alpha_flight_2004_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5bd36b6892c43.jpg*,*2004*
*613*,*Alpha Flight (2004) #5*,**,*http://marvel.com/comics/issue/613/alpha_flight_2004_5?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/20/5bd362a536fae.jpg*,*2004*
*677*,*Alpha Flight (2004) #4*,**,*http://marvel.com/comics/issue/677/alpha_flight_2004_4?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/50/5bd35712c9cdd.jpg*,*2004*
*616*,*Alpha Flight (2004) #3*,**,*http://marvel.com/comics/issue/616/alpha_flight_2004_3?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/70/5bd33e6893510.jpg*,*2004*
*456*,*Alpha Flight (2004) #2*,**,*http://marvel.com/comics/issue/456/alpha_flight_2004_2?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/70/5bd334df94be3.jpg*,*2004*
*393*,*Alpha Flight (2004) #1*,**,*http://marvel.com/comics/issue/393/alpha_flight_2004_1?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/3/03/5bd3282382218.jpg*,*2004*
*14118*,*Wolverine (1988) #173*,**,*http://marvel.com/comics/issue/14118/wolverine_1988_173?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/c/a0/5ced49b3f3e62.jpg*,*2002*
*11913*,*Universe X (2000) #9*,**,*http://marvel.com/comics/issue/11913/universe_x_2000_9?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/10/5bd1eafdcdf70.jpg*,*2001*
*11910*,*Universe X (2000) #6*,**,*http://marvel.com/comics/issue/11910/universe_x_2000_6?utm_campaign=apiRef&utm_source=818dad62b16c153f47f723d32982e787*,*http://i.annihil.us/u/prod/marvel/i/mg/5/00/5bd1cac8eea3f.jpg*,*2001*
